member_id,membership_status,membership_date,membership_plan,membership_fee,gender,age_group,state,referral_source
8504,new,2022-05-01,BASIC,53,Male,18-24,Enugu,Bing
8505,new,2020-11-01,PRO,65,Female,18-24,Portharcourt,Facebook
8505,downgrade,2022-05-01,BASIC,53,Female,18-24,Portharcourt,Facebook
8505,churn,2022-11-01,BASIC,53,Female,18-24,Portharcourt,Facebook
8506,new,2021-06-01,BASIC,43,Male,25-34,Enugu,Google Ads
8507,new,2022-04-01,BASIC,53,Female,18-24,Lagos,Facebook
8508,new,2020-07-01,PRO,65,Female,45-54,Lagos,Organic Search
8508,churn,2020-12-01,PRO,65,Female,45-54,Lagos,Organic Search
8509,new,2022-11-01,MAX,119,Male,18-24,Lagos,Facebook
8510,new,2021-05-01,BASIC,43,Female,35-44,Enugu,Facebook
8510,upgrade,2022-01-01,PRO,85,Female,35-44,Enugu,Facebook
8511,new,2021-08-01,PRO,75,Male,18-24,Enugu,Google Ads
8512,new,2022-06-01,PRO,85,Male,55-65,Abuja,Facebook
8513,new,2021-02-01,BASIC,43,Female,35-44,Enugu,Unknown
8513,upgrade,2022-10-01,MAX,119,Female,35-44,Enugu,Unknown
8514,new,2021-07-01,PRO,75,Male,35-44,Abuja,Google Ads
8514,downgrade,2022-10-01,BASIC,53,Male,35-44,Abuja,Google Ads
8515,new,2020-06-01,PRO,65,Female,55-65,Enugu,Facebook
8515,upgrade,2021-11-01,MAX,109,Female,55-65,Enugu,Facebook
8516,new,2020-11-01,PRO,65,Female,55-65,Lagos,Paid Search
8516,churn,2021-06-01,PRO,75,Female,55-65,Lagos,Paid Search
8517,new,2022-06-01,PRO,85,Female,18-24,Lagos,Facebook
8518,new,2020-08-01,PRO,65,Male,25-34,Lagos,Facebook
8518,upgrade,2021-12-01,MAX,109,Male,25-34,Lagos,Facebook
8519,new,2022-03-01,BASIC,53,Female,35-44,Enugu,Facebook
8519,upgrade,2022-07-01,MAX,119,Female,35-44,Enugu,Facebook
8520,new,2021-05-01,MAX,109,Female,45-54,Enugu,Google Ads
8520,downgrade,2022-10-01,BASIC,53,Female,45-54,Enugu,Google Ads
8521,new,2020-11-01,PRO,65,Other,35-44,Enugu,Google Ads
8521,downgrade,2022-03-01,BASIC,53,Other,35-44,Enugu,Google Ads
8522,new,2021-01-01,BASIC,43,Female,35-44,Lagos,Facebook
8522,churn,2021-05-01,BASIC,43,Female,35-44,Lagos,Facebook
8523,new,2022-07-01,MAX,119,Male,55-65,Lagos,Google Ads
8523,downgrade,2022-10-01,PRO,85,Male,55-65,Lagos,Google Ads
8524,new,2022-12-01,BASIC,53,Female,45-54,Abuja,Facebook
8525,new,2022-06-01,PRO,85,Male,45-54,Lagos,Google Ads
8525,downgrade,2022-10-01,BASIC,53,Male,45-54,Lagos,Google Ads
8526,new,2021-08-01,BASIC,43,Male,25-34,Portharcourt,Google Ads
8527,new,2021-04-01,PRO,75,Female,55-65,Lagos,Facebook
8527,upgrade,2022-08-01,MAX,119,Female,55-65,Lagos,Facebook
8528,new,2022-11-01,MAX,119,Female,35-44,Lagos,Organic Search
8529,new,2020-12-01,PRO,65,Male,35-44,Portharcourt,Organic Search
8529,downgrade,2022-01-01,BASIC,53,Male,35-44,Portharcourt,Organic Search
8530,new,2022-04-01,BASIC,53,Female,35-44,Abuja,Facebook
8531,new,2022-01-01,BASIC,53,Female,25-34,Portharcourt,Facebook
8531,upgrade,2022-09-01,MAX,119,Female,25-34,Portharcourt,Facebook
8532,new,2022-11-01,BASIC,53,Female,18-24,Portharcourt,Google Ads
8533,new,2020-12-01,BASIC,33,Female,55-65,Abuja,Organic Search
8534,new,2022-11-01,BASIC,53,Female,45-54,Enugu,Google Ads
8535,new,2020-06-01,BASIC,33,Female,18-24,Lagos,Display
8535,upgrade,2021-08-01,PRO,75,Female,18-24,Lagos,Display
8536,new,2020-01-01,BASIC,33,Male,45-54,Enugu,Google Ads
8536,upgrade,2020-06-01,PRO,65,Male,45-54,Enugu,Google Ads
8537,new,2020-10-01,BASIC,33,Male,18-24,Portharcourt,Google Ads
8537,upgrade,2022-05-01,PRO,85,Male,18-24,Portharcourt,Google Ads
8538,new,2020-08-01,PRO,65,Female,25-34,Portharcourt,Google Ads
8538,upgrade,2021-04-01,MAX,109,Female,25-34,Portharcourt,Google Ads
8538,churn,2021-04-01,PRO,75,Female,25-34,Portharcourt,Google Ads
8538,churn,2021-08-01,MAX,109,Female,25-34,Portharcourt,Google Ads
8539,new,2021-08-01,BASIC,43,Female,25-34,Abuja,Organic Search
8540,new,2022-11-01,BASIC,53,Male,35-44,Portharcourt,Tv
8541,new,2020-10-01,PRO,65,Female,55-65,Lagos,Google Ads
8541,churn,2021-03-01,PRO,75,Female,55-65,Lagos,Google Ads
8542,new,2021-02-01,MAX,109,Female,45-54,Enugu,Facebook
8542,downgrade,2021-07-01,PRO,75,Female,45-54,Enugu,Facebook
8543,new,2021-06-01,BASIC,43,Male,18-24,Portharcourt,Google Ads
8544,new,2022-02-01,BASIC,53,Male,25-34,Lagos,Google Ads
8545,new,2021-04-01,PRO,75,Female,45-54,Abuja,Facebook
8545,churn,2021-07-01,PRO,75,Female,45-54,Abuja,Facebook
8546,new,2022-04-01,BASIC,53,Male,18-24,Portharcourt,Paid Search
8547,new,2020-10-01,PRO,65,Female,45-54,Abuja,Organic Search
8547,upgrade,2022-11-01,MAX,119,Female,45-54,Abuja,Organic Search
8548,new,2020-02-01,PRO,65,Male,55-65,Enugu,Google Ads
8548,churn,2020-10-01,PRO,65,Male,55-65,Enugu,Google Ads
8549,new,2020-11-01,BASIC,33,Female,55-65,Lagos,Organic Search
8549,upgrade,2022-07-01,MAX,119,Female,55-65,Lagos,Organic Search
8550,new,2021-12-01,PRO,75,Male,55-65,Lagos,Google Ads
8551,new,2020-05-01,MAX,99,Female,18-24,Portharcourt,Google Ads
8551,downgrade,2021-09-01,BASIC,43,Female,18-24,Portharcourt,Google Ads
8552,new,2020-10-01,PRO,65,Male,45-54,Abuja,Google Ads
8552,upgrade,2022-05-01,MAX,119,Male,45-54,Abuja,Google Ads
8553,new,2022-05-01,PRO,85,Other,45-54,Abuja,Google Ads
8554,new,2021-11-01,PRO,75,Male,25-34,Lagos,Organic Search
8554,downgrade,2022-03-01,BASIC,53,Male,25-34,Lagos,Organic Search
8555,new,2022-03-01,BASIC,53,Female,25-34,Enugu,Facebook
8556,new,2021-11-01,BASIC,43,Other,45-54,Lagos,Tv
8557,new,2020-04-01,MAX,99,Female,45-54,Abuja,Facebook
8557,downgrade,2021-12-01,PRO,75,Female,45-54,Abuja,Facebook
8558,new,2020-10-01,BASIC,33,Male,18-24,Lagos,Facebook
8559,new,2020-07-01,BASIC,33,Female,18-24,Portharcourt,Paid Search
8559,churn,2021-02-01,BASIC,43,Female,18-24,Portharcourt,Paid Search
8560,new,2021-04-01,PRO,75,Male,25-34,Abuja,Facebook
8560,downgrade,2022-05-01,BASIC,53,Male,25-34,Abuja,Facebook
8560,churn,2022-08-01,BASIC,53,Male,25-34,Abuja,Facebook
8561,new,2020-10-01,BASIC,33,Female,55-65,Lagos,Unknown
8562,new,2021-10-01,BASIC,43,Female,18-24,Abuja,Unknown
8562,churn,2022-07-01,BASIC,53,Female,18-24,Abuja,Unknown
8563,new,2021-07-01,PRO,75,Male,35-44,Lagos,Paid Search
8564,new,2021-09-01,BASIC,43,Male,18-24,Enugu,Paid Search
8565,new,2020-07-01,PRO,65,Male,35-44,Portharcourt,Google Ads
8565,upgrade,2021-10-01,MAX,109,Male,35-44,Portharcourt,Google Ads
8566,new,2022-09-01,BASIC,53,Female,45-54,Lagos,Organic Search
8567,new,2021-01-01,PRO,75,Female,25-34,Portharcourt,Google Ads
8567,upgrade,2022-04-01,MAX,119,Female,25-34,Portharcourt,Google Ads
8567,churn,2022-07-01,MAX,119,Female,25-34,Portharcourt,Google Ads
8568,new,2020-09-01,BASIC,33,Female,18-24,Lagos,Facebook
8569,new,2022-03-01,PRO,85,Male,45-54,Abuja,Organic Search
8569,downgrade,2022-09-01,BASIC,53,Male,45-54,Abuja,Organic Search
8570,new,2021-08-01,BASIC,43,Male,25-34,Portharcourt,Google Ads
8570,churn,2022-07-01,BASIC,53,Male,25-34,Portharcourt,Google Ads
8571,new,2021-03-01,MAX,109,Female,45-54,Lagos,Unknown
8571,downgrade,2022-02-01,BASIC,53,Female,45-54,Lagos,Unknown
8572,new,2022-03-01,PRO,85,Male,35-44,Enugu,Paid Search
8573,new,2021-04-01,MAX,109,Other,55-65,Lagos,Facebook
8573,downgrade,2022-06-01,PRO,85,Other,55-65,Lagos,Facebook
8574,new,2022-05-01,PRO,85,Male,45-54,Lagos,Organic Search
8575,new,2021-04-01,PRO,75,Male,25-34,Enugu,Google Ads
8575,downgrade,2021-07-01,BASIC,43,Male,25-34,Enugu,Google Ads
8576,new,2022-05-01,PRO,85,Female,25-34,Enugu,Google Ads
8576,downgrade,2022-07-01,BASIC,53,Female,25-34,Enugu,Google Ads
8577,new,2022-05-01,MAX,119,Male,35-44,Lagos,Facebook
8578,new,2022-09-01,MAX,119,Female,25-34,Abuja,Unknown
8579,new,2020-07-01,BASIC,33,Female,18-24,Lagos,Facebook
8579,upgrade,2022-08-01,MAX,119,Female,18-24,Lagos,Facebook
8580,new,2020-03-01,PRO,65,Male,55-65,Portharcourt,Google Ads
8580,churn,2020-11-01,PRO,65,Male,55-65,Portharcourt,Google Ads
8581,new,2021-12-01,MAX,109,Female,55-65,Lagos,Facebook
8581,downgrade,2022-03-01,PRO,85,Female,55-65,Lagos,Facebook
8582,new,2020-12-01,PRO,65,Female,35-44,Enugu,Google Ads
8582,upgrade,2022-02-01,MAX,119,Female,35-44,Enugu,Google Ads
8583,new,2020-10-01,BASIC,33,Other,25-34,Portharcourt,Google Ads
8583,upgrade,2021-12-01,MAX,109,Other,25-34,Portharcourt,Google Ads
8583,churn,2022-07-01,MAX,119,Other,25-34,Portharcourt,Google Ads
8584,new,2022-03-01,PRO,85,Female,45-54,Abuja,Facebook
8584,upgrade,2022-06-01,MAX,119,Female,45-54,Abuja,Facebook
8585,new,2020-06-01,PRO,65,Male,18-24,Enugu,Organic Search
8585,downgrade,2021-03-01,BASIC,43,Male,18-24,Enugu,Organic Search
8586,new,2022-03-01,MAX,119,Female,35-44,Portharcourt,Google Ads
8587,new,2020-02-01,PRO,65,Female,35-44,Abuja,Organic Search
8587,upgrade,2022-01-01,MAX,119,Female,35-44,Abuja,Organic Search
8588,new,2022-10-01,MAX,119,Female,35-44,Portharcourt,Bing
8589,new,2022-11-01,PRO,85,Male,35-44,Abuja,Organic Search
8590,new,2020-04-01,PRO,65,Female,18-24,Abuja,Facebook
8590,upgrade,2021-03-01,MAX,109,Female,18-24,Abuja,Facebook
8590,churn,2021-08-01,MAX,109,Female,18-24,Abuja,Facebook
8591,new,2022-10-01,PRO,85,Female,18-24,Abuja,Google Ads
8592,new,2020-01-01,BASIC,33,Female,55-65,Lagos,Google Ads
8592,upgrade,2020-06-01,PRO,65,Female,55-65,Lagos,Google Ads
8593,new,2021-06-01,BASIC,43,Male,18-24,Enugu,Facebook
8594,new,2021-08-01,MAX,109,Female,45-54,Lagos,Google Ads
8594,downgrade,2022-02-01,BASIC,53,Female,45-54,Lagos,Google Ads
8595,new,2022-02-01,BASIC,53,Male,55-65,Abuja,Organic Search
8596,new,2021-10-01,MAX,109,Female,45-54,Enugu,Google Ads
8596,downgrade,2022-07-01,BASIC,53,Female,45-54,Enugu,Google Ads
8597,new,2022-11-01,MAX,119,Male,25-34,Lagos,Facebook
8598,new,2021-07-01,BASIC,43,Male,25-34,Lagos,Google Ads
8598,churn,2022-08-01,BASIC,53,Male,25-34,Lagos,Google Ads
8599,new,2021-02-01,PRO,75,Male,45-54,Abuja,Facebook
8599,downgrade,2022-04-01,BASIC,53,Male,45-54,Abuja,Facebook
8600,new,2020-02-01,BASIC,33,Female,45-54,Lagos,Bing
8600,upgrade,2022-08-01,PRO,85,Female,45-54,Lagos,Bing
8601,new,2020-07-01,MAX,99,Other,45-54,Enugu,Facebook
8601,downgrade,2022-02-01,PRO,85,Other,45-54,Enugu,Facebook
8602,new,2021-07-01,BASIC,43,Female,45-54,Lagos,Organic Search
8603,new,2021-08-01,MAX,109,Female,55-65,Portharcourt,Facebook
8604,new,2020-11-01,MAX,99,Female,18-24,Lagos,Google Ads
8604,downgrade,2021-08-01,PRO,75,Female,18-24,Lagos,Google Ads
8605,new,2021-08-01,MAX,109,Male,55-65,Lagos,Paid Search
8605,downgrade,2022-03-01,BASIC,53,Male,55-65,Lagos,Paid Search
8606,new,2020-11-01,MAX,99,Female,55-65,Lagos,Google Ads
8606,downgrade,2021-04-01,PRO,75,Female,55-65,Lagos,Google Ads
8607,new,2020-06-01,MAX,99,Female,35-44,Lagos,Google Ads
8607,downgrade,2020-10-01,BASIC,33,Female,35-44,Lagos,Google Ads
8608,new,2020-07-01,PRO,65,Male,45-54,Portharcourt,Facebook
8608,upgrade,2021-03-01,MAX,109,Male,45-54,Portharcourt,Facebook
8609,new,2021-09-01,PRO,75,Female,45-54,Abuja,Facebook
8609,downgrade,2022-11-01,BASIC,53,Female,45-54,Abuja,Facebook
8610,new,2020-01-01,PRO,65,Female,18-24,Abuja,Bing
8610,downgrade,2021-03-01,BASIC,43,Female,18-24,Abuja,Bing
8611,new,2020-06-01,PRO,65,Female,25-34,Portharcourt,Google Ads
8611,downgrade,2020-07-01,BASIC,33,Female,25-34,Portharcourt,Google Ads
8612,new,2021-12-01,MAX,109,Male,35-44,Portharcourt,Facebook
8613,new,2021-08-01,PRO,75,Female,55-65,Lagos,Facebook
8613,downgrade,2022-08-01,BASIC,53,Female,55-65,Lagos,Facebook
8614,new,2020-08-01,PRO,65,Female,35-44,Enugu,Unknown
8614,upgrade,2021-11-01,MAX,109,Female,35-44,Enugu,Unknown
8615,new,2020-05-01,PRO,65,Male,45-54,Abuja,Facebook
8615,churn,2020-08-01,PRO,65,Male,45-54,Abuja,Facebook
8616,new,2020-11-01,BASIC,33,Female,18-24,Abuja,Google Ads
8616,churn,2021-10-01,BASIC,43,Female,18-24,Abuja,Google Ads
8617,new,2021-01-01,PRO,75,Female,55-65,Enugu,Facebook
8617,downgrade,2022-06-01,BASIC,53,Female,55-65,Enugu,Facebook
8618,new,2020-11-01,PRO,65,Female,55-65,Portharcourt,Google Ads
8618,churn,2021-04-01,PRO,75,Female,55-65,Portharcourt,Google Ads
8619,new,2022-08-01,BASIC,53,Male,55-65,Portharcourt,Paid Search
8620,new,2020-10-01,PRO,65,Male,35-44,Portharcourt,Paid Search
8620,churn,2021-05-01,PRO,75,Male,35-44,Portharcourt,Paid Search
8621,new,2022-07-01,PRO,85,Female,55-65,Portharcourt,Organic Search
8622,new,2021-08-01,BASIC,43,Female,18-24,Portharcourt,Tv
8622,churn,2022-02-01,BASIC,53,Female,18-24,Portharcourt,Tv
8623,new,2022-04-01,BASIC,53,Male,18-24,Abuja,Paid Search
8624,new,2020-08-01,PRO,65,Male,18-24,Abuja,Facebook
8624,upgrade,2022-09-01,MAX,119,Male,18-24,Abuja,Facebook
8625,new,2021-04-01,PRO,75,Female,35-44,Lagos,Display
8625,upgrade,2022-05-01,MAX,119,Female,35-44,Lagos,Display
8626,new,2020-12-01,PRO,65,Female,45-54,Enugu,Tv
8626,downgrade,2021-08-01,BASIC,43,Female,45-54,Enugu,Tv
8627,new,2022-01-01,BASIC,53,Male,45-54,Abuja,Google Ads
8627,churn,2022-06-01,BASIC,53,Male,45-54,Abuja,Google Ads
8628,new,2021-02-01,PRO,75,Female,35-44,Lagos,Organic Search
8628,upgrade,2021-05-01,MAX,109,Female,35-44,Lagos,Organic Search
8629,new,2021-03-01,MAX,109,Male,18-24,Abuja,Facebook
8629,downgrade,2022-04-01,PRO,85,Male,18-24,Abuja,Facebook
8630,new,2021-03-01,MAX,109,Male,55-65,Enugu,Paid Search
8630,downgrade,2022-10-01,BASIC,53,Male,55-65,Enugu,Paid Search
8631,new,2021-07-01,MAX,109,Other,45-54,Enugu,Google Ads
8631,downgrade,2021-12-01,BASIC,43,Other,45-54,Enugu,Google Ads
8632,new,2020-11-01,PRO,65,Female,35-44,Lagos,Tv
8632,downgrade,2021-03-01,BASIC,43,Female,35-44,Lagos,Tv
8633,new,2022-01-01,MAX,119,Male,55-65,Portharcourt,Unknown
8634,new,2021-08-01,BASIC,43,Female,35-44,Enugu,Unknown
8634,upgrade,2022-11-01,PRO,85,Female,35-44,Enugu,Unknown
8635,new,2021-12-01,MAX,109,Other,35-44,Lagos,Tv
8636,new,2020-02-01,BASIC,33,Female,35-44,Lagos,Paid Search
8636,upgrade,2020-10-01,MAX,99,Female,35-44,Lagos,Paid Search
8637,new,2020-01-01,PRO,65,Female,25-34,Abuja,Google Ads
8637,churn,2021-01-01,PRO,75,Female,25-34,Abuja,Google Ads
8638,new,2021-12-01,BASIC,43,Female,45-54,Lagos,Facebook
8638,upgrade,2022-10-01,MAX,119,Female,45-54,Lagos,Facebook
8639,new,2021-02-01,MAX,109,Female,45-54,Abuja,Bing
8639,downgrade,2022-07-01,BASIC,53,Female,45-54,Abuja,Bing
8640,new,2020-12-01,PRO,65,Female,35-44,Lagos,Organic Search
8640,downgrade,2022-03-01,BASIC,53,Female,35-44,Lagos,Organic Search
8641,new,2020-09-01,PRO,65,Male,18-24,Abuja,Facebook
8641,churn,2021-01-01,PRO,75,Male,18-24,Abuja,Facebook
8642,new,2021-12-01,MAX,109,Female,55-65,Lagos,Google Ads
8642,downgrade,2022-10-01,BASIC,53,Female,55-65,Lagos,Google Ads
8643,new,2022-01-01,PRO,85,Female,55-65,Lagos,Google Ads
8643,upgrade,2022-06-01,MAX,119,Female,55-65,Lagos,Google Ads
8644,new,2020-08-01,BASIC,33,Male,55-65,Lagos,Google Ads
8644,upgrade,2022-05-01,PRO,85,Male,55-65,Lagos,Google Ads
8645,new,2022-06-01,BASIC,53,Male,55-65,Lagos,Facebook
8646,new,2022-03-01,PRO,85,Female,25-34,Portharcourt,Paid Search
8647,new,2020-02-01,MAX,99,Female,25-34,Enugu,Google Ads
8647,downgrade,2020-11-01,PRO,65,Female,25-34,Enugu,Google Ads
8648,new,2021-03-01,BASIC,43,Other,18-24,Lagos,Tv
8649,new,2020-07-01,BASIC,33,Female,18-24,Lagos,Facebook
8649,upgrade,2021-09-01,MAX,109,Female,18-24,Lagos,Facebook
8649,churn,2022-09-01,MAX,119,Female,18-24,Lagos,Facebook
8650,new,2022-02-01,PRO,85,Male,45-54,Abuja,Facebook
8650,downgrade,2022-06-01,BASIC,53,Male,45-54,Abuja,Facebook
8651,new,2021-08-01,BASIC,43,Male,18-24,Portharcourt,Bing
8652,new,2021-09-01,BASIC,43,Female,18-24,Portharcourt,Facebook
8653,new,2022-06-01,PRO,85,Male,45-54,Abuja,Tv
8654,new,2022-09-01,BASIC,53,Female,55-65,Abuja,Facebook
8655,new,2020-02-01,PRO,65,Male,55-65,Enugu,Google Ads
8655,upgrade,2021-11-01,MAX,109,Male,55-65,Enugu,Google Ads
8656,new,2021-05-01,PRO,75,Male,55-65,Enugu,Google Ads
8656,churn,2021-10-01,PRO,75,Male,55-65,Enugu,Google Ads
8657,new,2020-11-01,BASIC,33,Male,55-65,Abuja,Facebook
8657,churn,2021-11-01,BASIC,43,Male,55-65,Abuja,Facebook
8658,new,2020-09-01,PRO,65,Female,25-34,Abuja,Google Ads
8658,churn,2021-01-01,PRO,75,Female,25-34,Abuja,Google Ads
8659,new,2020-10-01,BASIC,33,Female,18-24,Lagos,Facebook
8660,new,2020-02-01,BASIC,33,Male,45-54,Enugu,Unknown
8660,upgrade,2022-05-01,MAX,119,Male,45-54,Enugu,Unknown
8661,new,2021-04-01,BASIC,43,Male,25-34,Lagos,Facebook
8661,upgrade,2021-10-01,MAX,109,Male,25-34,Lagos,Facebook
8662,new,2022-06-01,BASIC,53,Female,18-24,Lagos,Organic Search
8663,new,2020-06-01,PRO,65,Female,45-54,Lagos,Organic Search
8663,upgrade,2021-09-01,MAX,109,Female,45-54,Lagos,Organic Search
8664,new,2022-08-01,MAX,119,Male,55-65,Abuja,Google Ads
8665,new,2020-10-01,PRO,65,Female,25-34,Lagos,Organic Search
8665,upgrade,2022-07-01,MAX,119,Female,25-34,Lagos,Organic Search
8666,new,2020-07-01,MAX,99,Female,25-34,Lagos,Unknown
8666,downgrade,2021-06-01,BASIC,43,Female,25-34,Lagos,Unknown
8667,new,2021-09-01,MAX,109,Female,35-44,Lagos,Facebook
8667,downgrade,2021-10-01,PRO,75,Female,35-44,Lagos,Facebook
8668,new,2022-01-01,PRO,85,Male,45-54,Lagos,Facebook
8668,downgrade,2022-04-01,BASIC,53,Male,45-54,Lagos,Facebook
8669,new,2021-06-01,MAX,109,Male,55-65,Lagos,Organic Search
8669,downgrade,2022-11-01,PRO,85,Male,55-65,Lagos,Organic Search
8670,new,2021-07-01,BASIC,43,Male,25-34,Abuja,Google Ads
8671,new,2022-04-01,PRO,85,Male,18-24,Lagos,Paid Search
8671,downgrade,2022-07-01,BASIC,53,Male,18-24,Lagos,Paid Search
8672,new,2020-12-01,BASIC,33,Female,18-24,Enugu,Facebook
8673,new,2021-01-01,PRO,75,Female,45-54,Enugu,Organic Search
8673,downgrade,2022-08-01,BASIC,53,Female,45-54,Enugu,Organic Search
8674,new,2022-05-01,BASIC,53,Male,25-34,Lagos,Google Ads
8675,new,2021-03-01,PRO,75,Male,18-24,Lagos,Google Ads
8675,downgrade,2022-10-01,BASIC,53,Male,18-24,Lagos,Google Ads
8676,new,2021-01-01,PRO,75,Other,55-65,Portharcourt,Google Ads
8676,upgrade,2022-03-01,MAX,119,Other,55-65,Portharcourt,Google Ads
8677,new,2022-11-01,BASIC,53,Female,18-24,Portharcourt,Google Ads
8678,new,2021-02-01,MAX,109,Other,18-24,Abuja,Facebook
8678,downgrade,2021-07-01,BASIC,43,Other,18-24,Abuja,Facebook
8679,new,2020-11-01,MAX,99,Male,18-24,Lagos,Display
8679,downgrade,2021-10-01,BASIC,43,Male,18-24,Lagos,Display
8680,new,2020-05-01,BASIC,33,Female,55-65,Abuja,Google Ads
8680,upgrade,2021-10-01,PRO,75,Female,55-65,Abuja,Google Ads
8680,churn,2022-02-01,PRO,85,Female,55-65,Abuja,Google Ads
8681,new,2020-06-01,PRO,65,Female,45-54,Portharcourt,Google Ads
8681,upgrade,2020-12-01,MAX,99,Female,45-54,Portharcourt,Google Ads
8682,new,2022-03-01,PRO,85,Female,18-24,Abuja,Organic Search
8682,downgrade,2022-05-01,BASIC,53,Female,18-24,Abuja,Organic Search
8683,new,2022-07-01,BASIC,53,Male,45-54,Enugu,Organic Search
8684,new,2020-10-01,MAX,99,Male,25-34,Abuja,Facebook
8684,downgrade,2021-03-01,BASIC,43,Male,25-34,Abuja,Facebook
8684,churn,2021-09-01,BASIC,43,Male,25-34,Abuja,Facebook
8685,new,2022-11-01,MAX,119,Other,25-34,Portharcourt,Organic Search
8686,new,2021-04-01,PRO,75,Male,45-54,Lagos,Google Ads
8686,downgrade,2021-11-01,BASIC,43,Male,45-54,Lagos,Google Ads
8687,new,2022-11-01,MAX,119,Female,45-54,Lagos,Google Ads
8688,new,2021-10-01,MAX,109,Other,45-54,Lagos,Google Ads
8689,new,2020-07-01,PRO,65,Male,35-44,Lagos,Unknown
8689,downgrade,2021-08-01,BASIC,43,Male,35-44,Lagos,Unknown
8690,new,2022-12-01,PRO,85,Male,45-54,Lagos,Google Ads
8691,new,2021-10-01,BASIC,43,Other,18-24,Portharcourt,Bing
8691,upgrade,2022-04-01,PRO,85,Other,18-24,Portharcourt,Bing
8691,churn,2022-11-01,PRO,85,Other,18-24,Portharcourt,Bing
8692,new,2022-02-01,MAX,119,Male,55-65,Portharcourt,Google Ads
8692,downgrade,2022-11-01,PRO,85,Male,55-65,Portharcourt,Google Ads
8693,new,2021-03-01,BASIC,43,Male,25-34,Portharcourt,Google Ads
8694,new,2022-09-01,BASIC,53,Male,55-65,Enugu,Google Ads
8695,new,2021-07-01,MAX,109,Male,18-24,Abuja,Google Ads
8695,downgrade,2022-02-01,BASIC,53,Male,18-24,Abuja,Google Ads
8696,new,2021-06-01,BASIC,43,Male,18-24,Lagos,Facebook
8697,new,2020-09-01,BASIC,33,Male,35-44,Portharcourt,Google Ads
8697,upgrade,2022-09-01,MAX,119,Male,35-44,Portharcourt,Google Ads
8698,new,2022-08-01,PRO,85,Female,45-54,Enugu,Paid Search
8699,new,2020-04-01,PRO,65,Male,55-65,Enugu,Facebook
8699,upgrade,2022-01-01,MAX,119,Male,55-65,Enugu,Facebook
8700,new,2022-01-01,BASIC,53,Female,55-65,Lagos,Google Ads
8701,new,2021-05-01,BASIC,43,Male,18-24,Lagos,Facebook
8701,upgrade,2022-02-01,MAX,119,Male,18-24,Lagos,Facebook
8701,churn,2022-02-01,BASIC,53,Male,18-24,Lagos,Facebook
8702,new,2021-07-01,BASIC,43,Male,18-24,Portharcourt,Facebook
8702,upgrade,2021-12-01,MAX,109,Male,18-24,Portharcourt,Facebook
8702,churn,2022-03-01,BASIC,53,Male,18-24,Portharcourt,Facebook
8703,new,2022-04-01,BASIC,53,Female,25-34,Lagos,Organic Search
8704,new,2022-03-01,MAX,119,Female,25-34,Portharcourt,Google Ads
8705,new,2021-11-01,BASIC,43,Male,25-34,Lagos,Paid Search
8706,new,2020-09-01,PRO,65,Female,55-65,Abuja,Paid Search
8706,churn,2021-10-01,PRO,75,Female,55-65,Abuja,Paid Search
8707,new,2022-05-01,PRO,85,Other,55-65,Lagos,Facebook
8708,new,2022-05-01,MAX,119,Female,55-65,Lagos,Facebook
8708,downgrade,2022-11-01,PRO,85,Female,55-65,Lagos,Facebook
8709,new,2021-07-01,BASIC,43,Female,35-44,Lagos,Unknown
8709,upgrade,2021-12-01,PRO,75,Female,35-44,Lagos,Unknown
8710,new,2021-08-01,BASIC,43,Male,25-34,Enugu,Facebook
8710,upgrade,2022-08-01,PRO,85,Male,25-34,Enugu,Facebook
8711,new,2022-04-01,PRO,85,Female,45-54,Enugu,Paid Search
8711,upgrade,2022-07-01,MAX,119,Female,45-54,Enugu,Paid Search
8712,new,2022-12-01,PRO,85,Male,18-24,Abuja,Bing
8713,new,2022-11-01,MAX,119,Female,35-44,Enugu,Google Ads
8714,new,2021-01-01,PRO,75,Female,35-44,Lagos,Google Ads
8714,upgrade,2022-07-01,MAX,119,Female,35-44,Lagos,Google Ads
8715,new,2020-11-01,BASIC,33,Male,25-34,Portharcourt,Facebook
8715,upgrade,2021-10-01,PRO,75,Male,25-34,Portharcourt,Facebook
8716,new,2021-04-01,PRO,75,Female,35-44,Portharcourt,Google Ads
8716,downgrade,2021-12-01,BASIC,43,Female,35-44,Portharcourt,Google Ads
8717,new,2021-03-01,PRO,75,Male,35-44,Lagos,Facebook
8717,downgrade,2022-10-01,BASIC,53,Male,35-44,Lagos,Facebook
8718,new,2021-01-01,PRO,75,Female,18-24,Enugu,Google Ads
8718,upgrade,2021-10-01,MAX,109,Female,18-24,Enugu,Google Ads
8718,churn,2022-02-01,MAX,119,Female,18-24,Enugu,Google Ads
8719,new,2020-02-01,BASIC,33,Male,55-65,Lagos,Organic Search
8719,churn,2020-08-01,BASIC,33,Male,55-65,Lagos,Organic Search
8720,new,2021-08-01,PRO,75,Female,18-24,Lagos,Google Ads
8720,downgrade,2022-02-01,BASIC,53,Female,18-24,Lagos,Google Ads
8721,new,2021-07-01,BASIC,43,Other,18-24,Abuja,Facebook
8722,new,2022-05-01,MAX,119,Male,45-54,Lagos,Organic Search
8722,downgrade,2022-10-01,PRO,85,Male,45-54,Lagos,Organic Search
8723,new,2021-03-01,PRO,75,Female,35-44,Lagos,Organic Search
